Product_ID,Transaction_ID,Purchase_Freq,Avg_Order_Value,Most_Frequent_Category,Time_Between_Purchases,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sales_Date,Season,Preferred_Purchase_Times,Retention_Strategy,Customer_Age_Days,High_Value_Customer
PROD_OJRL0E,TRANS_L5HCZA,9,177.87,Electronics,25,europe,0.64,9182.73,2020-10-26,2023-07-16,Winter,Afternoon,Email Campaign,1975,1
PROD_IUXTN9,TRANS_IPUT36,4,88.58,Clothing,27,europe,0.45,9421.5,2021-11-03,2023-02-22,Summer,Afternoon,Discount,1602,1
PROD_9YNVGD,TRANS_5LZOOR,16,103.73,Sports,35,europe,0.91,2471.89,2020-04-17,2023-03-19,Winter,Morning,Discount,2167,0
PROD_Y3MNXX,TRANS_CA3PYB,10,32.73,Sports,65,europe,0.12,656.99,2021-06-02,2023-06-22,Winter,Morning,Discount,1756,0
PROD_Y48ZO7,TRANS_OBSBX0,4,109.21,Electronics,30,europe,0.15,4894.76,2020-06-29,2023-12-30,Summer,Afternoon,Discount,2094,0
PROD_BVA02J,TRANS_YW6ECU,5,116.63,Home,74,north america,0.72,509.61,2022-09-06,2023-03-28,Summer,Morning,Email Campaign,1295,0
PROD_6RMQ50,TRANS_M3UQYC,18,28.32,Home,55,south america,0.55,4935.14,2021-07-03,2023-06-16,Fall,Morning,Loyalty Program,1725,0
PROD_B84NOD,TRANS_43566B,4,66.03,Electronics,70,north america,0.96,3764.66,2020-07-31,2023-06-07,Summer,Afternoon,Loyalty Program,2062,0
PROD_QV794Q,TRANS_J2SFIF,4,180.42,Sports,56,north america,0.54,9297.32,2022-09-03,2023-04-17,Summer,Morning,Discount,1298,1
PROD_2255VT,TRANS_G91BW9,3,176.54,Clothing,57,north america,0.43,4239.48,2020-06-30,2023-02-09,Spring,Afternoon,Discount,2093,0
PROD_YQ9QTK,TRANS_XRL6FG,4,54.35,Clothing,48,north america,0.51,1945.65,2020-03-08,2023-03-21,Winter,Morning,Loyalty Program,2207,0
PROD_TZ586O,TRANS_VEZQA4,6,84.24,Home,25,north america,0.88,4272.74,2021-11-22,2023-02-14,Spring,Morning,Email Campaign,1583,0
PROD_6FADJ0,TRANS_6HWNUU,9,63.18,Home,30,south america,0.56,8771.12,2020-10-28,2023-09-15,Summer,Afternoon,Loyalty Program,1973,1
PROD_32SHVQ,TRANS_5J8SRL,2,123.43,Clothing,30,europe,0.57,6350.06,2022-08-12,2023-06-11,Fall,Evening,Loyalty Program,1320,1
PROD_UF3PGA,TRANS_JFLNKJ,14,72.08,Clothing,69,europe,0.15,8981.4,2022-11-18,2023-05-01,Winter,Evening,Loyalty Program,1222,1
PROD_9GQVFE,TRANS_6QYBI0,2,28.42,Electronics,23,south america,0.82,9012.22,2021-08-02,2023-03-31,Winter,Afternoon,Discount,1695,1
PROD_7D70O7,TRANS_VB0IHD,14,78.09,Sports,38,asia,0.37,2612.06,2021-11-19,2023-03-31,Fall,Evening,Discount,1586,0
PROD_A260JY,TRANS_HN9P4O,10,153.93,Home,54,europe,0.39,4979.4,2022-01-15,2023-04-16,Winter,Evening,Email Campaign,1529,0
PROD_Z7H1WI,TRANS_0D5IFU,19,130.86,Sports,11,europe,0.4,7485.98,2022-01-16,2023-01-15,Spring,Morning,Email Campaign,1528,1
PROD_J3BBU2,TRANS_DH0JF5,6,91.14,Clothing,83,south america,0.65,2537.14,2021-02-20,2023-06-01,Winter,Morning,Email Campaign,1858,0
PROD_IBP1D5,TRANS_5XX2WW,16,181.24,Home,15,asia,0.63,252.06,2021-01-11,2023-04-23,Winter,Morning,Discount,1898,0
PROD_XOP2VW,TRANS_CCCLWQ,9,34.29,Home,51,south america,0.98,7499.01,2022-03-21,2023-03-12,Winter,Evening,Loyalty Program,1464,1
PROD_MMAKYH,TRANS_D66CZJ,13,41.29,Clothing,47,north america,0.55,373.8,2022-02-02,2023-10-17,Summer,Morning,Loyalty Program,1511,0
PROD_ET04KQ,TRANS_598EP1,18,40.65,Home,58,europe,1.0,3793.0,2022-09-27,2023-07-15,Spring,Afternoon,Loyalty Program,1274,0
PROD_IHZR9N,TRANS_YYJKLX,12,129.58,Sports,57,europe,0.17,1533.31,2021-09-03,2023-05-11,Winter,Afternoon,Loyalty Program,1663,0
PROD_QIBEAM,TRANS_ILXFD1,19,101.93,Electronics,23,north america,0.08,6520.43,2022-11-09,2023-10-28,Winter,Afternoon,Loyalty Program,1231,1
PROD_3KT1PI,TRANS_R3KJDV,10,68.15,Home,68,north america,0.57,7910.1,2020-05-02,2023-04-20,Spring,Evening,Email Campaign,2152,1
PROD_AY6O9T,TRANS_5L5NQ7,16,77.6,Home,50,north america,0.99,5247.71,2020-11-26,2023-09-20,Spring,Evening,Email Campaign,1944,1
PROD_AGCHD4,TRANS_GYG5LF,8,39.71,Home,74,europe,0.08,4784.94,2020-10-03,2023-04-18,Winter,Afternoon,Discount,1998,0
PROD_8G08MM,TRANS_MCN8X4,16,135.15,Sports,14,asia,0.36,497.89,2021-10-25,2023-07-18,Fall,Morning,Loyalty Program,1611,0
PROD_FFZ3SR,TRANS_S0OIFT,4,53.87,Home,61,south america,0.6,1028.56,2020-03-18,2023-08-23,Spring,Evening,Email Campaign,2197,0
PROD_KYHVU5,TRANS_1RQVL1,9,98.07,Sports,51,south america,0.76,8361.71,2021-02-06,2023-04-02,Summer,Afternoon,Email Campaign,1872,1
PROD_MHOSYD,TRANS_SX167M,7,126.02,Electronics,40,south america,0.42,5650.64,2022-04-16,2023-04-16,Summer,Morning,Discount,1438,1
PROD_TNV06V,TRANS_8XEVQT,14,28.19,Home,71,europe,0.43,8171.78,2021-04-03,2023-12-23,Fall,Morning,Discount,1816,1
PROD_NA3LKV,TRANS_N3L483,11,35.82,Clothing,23,asia,0.46,6415.54,2022-06-08,2023-07-15,Winter,Evening,Loyalty Program,1385,1
PROD_VL6VW4,TRANS_LT1A8W,13,28.23,Electronics,65,south america,0.13,3408.67,2021-05-08,2023-05-12,Fall,Afternoon,Loyalty Program,1781,0
PROD_LUNZWP,TRANS_FCXUMQ,7,163.46,Electronics,31,asia,0.84,6275.69,2022-04-21,2023-10-02,Summer,Afternoon,Discount,1433,1
PROD_SQTOZ2,TRANS_LWKG9R,8,93.08,Home,13,asia,0.63,1508.75,2022-11-21,2023-01-23,Winter,Morning,Discount,1219,0
PROD_3W54VN,TRANS_PWNSAA,17,86.34,Sports,58,europe,0.67,1344.93,2021-10-16,2023-10-25,Spring,Evening,Discount,1620,0
PROD_36V9JO,TRANS_9LFMEE,8,25.97,Sports,70,south america,0.84,6659.27,2020-05-09,2023-09-29,Winter,Afternoon,Discount,2145,1
PROD_FEFZNL,TRANS_XT3CDG,2,192.81,Electronics,88,south america,0.57,5861.6,2020-01-21,2023-03-22,Fall,Morning,Email Campaign,2254,1
PROD_84DTMA,TRANS_3FFMWB,7,60.85,Sports,8,north america,0.39,8280.82,2022-04-30,2023-01-21,Summer,Afternoon,Email Campaign,1424,1
PROD_ZRSNAQ,TRANS_ITDWCV,19,40.42,Sports,16,south america,0.09,6680.28,2020-11-08,2023-12-26,Spring,Afternoon,Loyalty Program,1962,1
PROD_EKJTVC,TRANS_4U217X,18,54.82,Home,18,asia,0.96,7666.99,2021-12-21,2023-01-01,Spring,Morning,Loyalty Program,1554,1
PROD_AK4PAR,TRANS_1ZVAIB,3,78.79,Home,83,north america,0.7,3074.01,2022-11-23,2023-11-28,Summer,Afternoon,Discount,1217,0
PROD_57HSFO,TRANS_B1SYE8,12,56.03,Electronics,47,south america,0.25,1152.84,2022-03-29,2023-04-06,Fall,Afternoon,Discount,1456,0
PROD_DJTT0X,TRANS_9JU1CH,1,168.73,Clothing,21,asia,0.01,9462.69,2020-01-13,2023-05-03,Winter,Evening,Discount,2262,1
PROD_UBROYC,TRANS_SN9L37,16,185.35,Sports,68,asia,0.46,361.47,2020-09-18,2023-02-21,Winter,Evening,Loyalty Program,2013,0
PROD_U6URB7,TRANS_Z6BGXI,7,171.3,Sports,57,europe,0.87,7548.99,2020-10-09,2023-11-01,Spring,Morning,Loyalty Program,1992,1
PROD_Y9R17P,TRANS_NLIMOR,11,113.62,Sports,74,asia,0.6,9105.38,2021-07-07,2023-10-08,Fall,Morning,Discount,1721,1
PROD_ROB4F0,TRANS_KQEB2Q,1,106.7,Sports,50,europe,0.3,1916.51,2021-11-22,2023-02-03,Summer,Evening,Discount,1583,0
PROD_I4RE1S,TRANS_3U4KFN,12,152.14,Electronics,9,asia,0.07,8864.8,2021-04-27,2023-02-28,Spring,Morning,Discount,1792,1
PROD_PTQ4VK,TRANS_0P7ZBA,4,22.51,Home,59,asia,0.6,4004.9,2020-05-02,2023-10-25,Winter,Afternoon,Loyalty Program,2152,0
PROD_L0MJCJ,TRANS_XSOIWY,14,139.48,Clothing,28,europe,0.15,965.35,2021-08-01,2023-05-22,Spring,Evening,Loyalty Program,1696,0
PROD_4BJ7C8,TRANS_Z0QTET,18,190.4,Home,69,europe,0.86,7825.97,2021-05-26,2023-10-23,Spring,Morning,Discount,1763,1
PROD_2IE2X1,TRANS_2UN5Y0,8,127.36,Electronics,15,europe,0.41,9253.73,2022-02-01,2023-08-25,Fall,Afternoon,Loyalty Program,1512,1
PROD_DGY0YS,TRANS_JQJ7MO,11,100.64,Clothing,32,europe,0.5,9639.59,2020-10-21,2023-10-14,Summer,Morning,Discount,1980,1
PROD_NDUSJS,TRANS_DQ51VL,8,27.11,Clothing,31,south america,0.64,4713.72,2022-09-07,2023-07-18,Fall,Afternoon,Discount,1294,0
PROD_VVRPVN,TRANS_BL4OF1,14,149.41,Home,10,asia,0.63,2306.02,2020-12-03,2023-11-29,Spring,Afternoon,Loyalty Program,1937,0
PROD_CR0X12,TRANS_3NOCNQ,5,108.96,Sports,34,south america,0.62,1021.6,2020-01-14,2023-01-15,Spring,Morning,Loyalty Program,2261,0
PROD_TVR11F,TRANS_7ZNKO3,8,184.72,Clothing,29,asia,0.91,5418.78,2021-11-09,2023-11-09,Summer,Evening,Loyalty Program,1596,1
PROD_YTY5PS,TRANS_ULFJEZ,19,173.86,Electronics,89,north america,0.91,1993.41,2022-03-05,2023-01-22,Winter,Evening,Discount,1480,0
PROD_EDW30W,TRANS_IGV1TO,6,73.41,Electronics,72,asia,0.13,9656.01,2022-01-09,2023-03-22,Winter,Afternoon,Email Campaign,1535,1
PROD_YCHBQ9,TRANS_HY226U,16,34.78,Home,50,south america,0.07,9758.35,2022-09-24,2023-02-06,Winter,Afternoon,Loyalty Program,1277,1
PROD_B6H7MY,TRANS_MW9LFF,16,148.62,Home,15,europe,0.57,8415.35,2021-01-28,2023-04-09,Spring,Evening,Loyalty Program,1881,1
PROD_507FHW,TRANS_VOU7J7,5,133.49,Clothing,77,europe,0.8,4903.2,2022-08-28,2023-01-13,Winter,Morning,Email Campaign,1304,0
PROD_YI6IEE,TRANS_V8XONA,4,110.96,Electronics,49,asia,0.53,4998.75,2022-06-17,2023-06-05,Spring,Evening,Email Campaign,1376,0
PROD_ZW4SQO,TRANS_7FME88,9,49.91,Electronics,15,north america,0.94,3323.72,2021-03-30,2023-05-29,Fall,Afternoon,Discount,1820,0
PROD_VPI6Q8,TRANS_8E2STW,4,133.37,Electronics,55,south america,0.48,6962.11,2020-12-18,2023-10-01,Spring,Afternoon,Loyalty Program,1922,1
PROD_BW6B3U,TRANS_JV9X7Q,4,49.14,Home,41,south america,0.78,6256.63,2022-06-24,2023-03-18,Spring,Afternoon,Email Campaign,1369,1
PROD_9MLY82,TRANS_RGCAHV,2,129.24,Electronics,43,north america,0.2,2061.29,2021-03-29,2023-09-27,Winter,Evening,Discount,1821,0
PROD_PO40R7,TRANS_C3T8P5,2,63.34,Home,60,north america,0.67,8335.37,2022-05-12,2023-03-31,Summer,Afternoon,Discount,1412,1
PROD_OLFBIG,TRANS_CJRDRX,2,80.73,Clothing,53,europe,0.06,8016.19,2020-12-19,2023-07-23,Spring,Evening,Loyalty Program,1921,1
PROD_IRASU9,TRANS_G3VM2M,4,93.22,Electronics,41,europe,0.22,5821.48,2021-03-13,2023-12-22,Fall,Evening,Discount,1837,1
PROD_PLPPWG,TRANS_LVSITW,5,173.35,Electronics,55,asia,0.07,9088.01,2021-09-21,2023-06-27,Spring,Evening,Email Campaign,1645,1
PROD_UDOYVU,TRANS_JFWUHC,3,116.75,Electronics,19,north america,0.95,7985.19,2021-10-20,2023-04-14,Winter,Afternoon,Discount,1616,1
PROD_0E7CGG,TRANS_G6HOOH,3,179.46,Electronics,89,europe,0.87,330.27,2022-11-30,2023-09-29,Winter,Evening,Loyalty Program,1210,0
PROD_EW2N5Z,TRANS_JYMVWU,7,118.22,Sports,49,asia,0.85,5072.68,2021-07-16,2023-07-20,Fall,Morning,Email Campaign,1712,1
PROD_INJCOU,TRANS_PBTX1M,16,144.0,Clothing,28,north america,0.76,2148.35,2022-02-22,2023-09-15,Winter,Afternoon,Loyalty Program,1491,0
PROD_JV97QW,TRANS_OEVPD2,15,142.62,Clothing,76,north america,0.07,9989.67,2020-03-01,2023-10-28,Spring,Morning,Discount,2214,1
PROD_A3LI9Z,TRANS_QHT6EQ,4,36.69,Sports,88,asia,1.0,2400.68,2020-08-03,2023-02-19,Winter,Afternoon,Email Campaign,2059,0
PROD_V5ZWNS,TRANS_W5URAR,10,194.54,Clothing,7,europe,0.05,2739.78,2020-11-07,2023-10-02,Fall,Evening,Discount,1963,0
PROD_A2CCT7,TRANS_1Y7JO2,3,136.28,Sports,28,north america,0.3,9971.38,2022-01-08,2023-09-13,Fall,Morning,Email Campaign,1536,1
PROD_AWKYQU,TRANS_VHBKS9,19,199.06,Home,14,asia,0.02,9653.03,2021-12-22,2023-04-27,Fall,Morning,Discount,1553,1
PROD_I8NJTV,TRANS_FMHDXS,14,99.06,Clothing,74,asia,0.69,7022.26,2022-05-13,2023-09-27,Fall,Afternoon,Email Campaign,1411,1
PROD_3OSB11,TRANS_SAP08P,14,191.73,Sports,72,south america,0.49,9602.66,2020-01-14,2023-10-22,Winter,Morning,Discount,2261,1
PROD_CMFD7Z,TRANS_5GSD2I,12,23.48,Home,79,europe,0.18,900.62,2021-11-14,2023-11-18,Winter,Morning,Email Campaign,1591,0
PROD_487GGV,TRANS_04XN9E,9,44.62,Home,56,europe,0.14,8638.63,2020-10-27,2023-07-26,Fall,Afternoon,Loyalty Program,1974,1
PROD_ND11RW,TRANS_TIHZRP,12,148.45,Electronics,19,europe,0.79,7127.68,2021-10-05,2023-11-26,Summer,Afternoon,Loyalty Program,1631,1
PROD_PM9MRI,TRANS_98E3F0,11,162.17,Home,16,asia,0.48,6762.18,2022-07-25,2023-08-28,Spring,Morning,Email Campaign,1338,1
PROD_NOFAAJ,TRANS_YEBODM,14,55.53,Home,43,asia,0.6,6354.22,2021-07-31,2023-04-20,Spring,Afternoon,Discount,1697,1
PROD_Y54V0H,TRANS_KKUJ0H,8,161.84,Home,28,asia,0.38,970.92,2022-05-02,2023-11-07,Winter,Afternoon,Loyalty Program,1422,0
PROD_NFT6YN,TRANS_WSVX8V,17,171.76,Clothing,12,south america,0.25,9979.52,2021-12-01,2023-02-19,Spring,Morning,Loyalty Program,1574,1
PROD_ZGZM9U,TRANS_Z21RQ8,9,31.19,Home,37,south america,0.63,1757.53,2021-03-24,2023-04-06,Summer,Morning,Discount,1826,0
PROD_S3AFZ2,TRANS_17C6YM,4,171.51,Sports,88,north america,0.12,7894.44,2022-12-25,2023-02-27,Fall,Afternoon,Loyalty Program,1185,1
PROD_CMQNDG,TRANS_AWNTDI,19,150.15,Home,66,asia,0.91,2705.42,2020-06-23,2023-04-15,Summer,Afternoon,Email Campaign,2100,0
PROD_F753KR,TRANS_OBJBP6,5,71.99,Home,64,north america,0.42,2705.42,2020-01-27,2023-08-29,Fall,Morning,Email Campaign,2248,0
PROD_LWMBBK,TRANS_MUPJ9N,18,24.29,Clothing,32,asia,0.62,1025.7,2022-04-13,2023-08-25,Spring,Afternoon,Loyalty Program,1441,0
PROD_8G0HCN,TRANS_I245HI,17,153.45,Electronics,56,north america,0.28,9093.39,2022-02-02,2023-11-26,Winter,Morning,Loyalty Program,1511,1
PROD_CMIBQ8,TRANS_X43DNG,15,49.9,Electronics,16,europe,0.21,1651.97,2020-09-08,2023-02-23,Fall,Evening,Loyalty Program,2023,0
PROD_2HQ0E5,TRANS_G4TSTL,1,46.87,Sports,34,north america,0.24,4927.65,2020-11-19,2023-10-31,Summer,Evening,Discount,1951,0
PROD_H3NYR1,TRANS_0YZTXQ,19,89.22,Sports,6,south america,0.48,5460.38,2022-08-21,2023-02-01,Fall,Morning,Discount,1311,1
PROD_I2PRKU,TRANS_HPYF9O,7,109.9,Sports,29,north america,0.3,1998.11,2022-04-28,2023-07-04,Fall,Morning,Email Campaign,1426,0
PROD_70I8UR,TRANS_L4SLM7,1,114.44,Sports,56,south america,0.61,9999.2,2021-08-11,2023-12-20,Spring,Evening,Email Campaign,1686,1
PROD_815M8U,TRANS_F201PX,16,49.49,Clothing,81,europe,0.46,9157.88,2020-06-12,2023-04-06,Winter,Morning,Loyalty Program,2111,1
PROD_X8T4PI,TRANS_O5ZRBF,6,100.55,Home,67,north america,0.76,7602.81,2021-01-27,2023-05-09,Winter,Afternoon,Discount,1882,1
PROD_SQI508,TRANS_SZS73Q,1,29.62,Clothing,53,asia,0.89,9217.19,2021-05-06,2023-04-26,Summer,Evening,Loyalty Program,1783,1
PROD_ZAB8ZN,TRANS_LYYF9N,11,189.03,Clothing,50,europe,0.83,8163.51,2021-12-14,2023-05-20,Winter,Morning,Discount,1561,1
PROD_A8KP2N,TRANS_AAIDXN,3,84.57,Home,27,asia,0.15,4381.12,2020-06-17,2023-03-18,Spring,Afternoon,Discount,2106,0
PROD_NLZYCV,TRANS_M6QLHK,17,74.09,Sports,78,asia,0.79,5010.26,2020-08-18,2023-12-04,Winter,Evening,Discount,2044,1
PROD_67L0P7,TRANS_NX83UA,12,188.57,Home,47,europe,0.18,2044.69,2022-02-02,2023-10-02,Fall,Morning,Email Campaign,1511,0
PROD_8J47S2,TRANS_HRQT6A,3,163.09,Home,74,north america,0.31,9912.29,2021-03-27,2023-10-22,Fall,Afternoon,Email Campaign,1823,1
PROD_SQ31YJ,TRANS_0CY1E1,9,64.41,Clothing,26,asia,0.1,4725.66,2021-12-12,2023-02-27,Summer,Evening,Discount,1563,0
PROD_HLIP31,TRANS_VHC2VF,8,106.45,Clothing,28,north america,0.33,8922.63,2021-04-24,2023-01-02,Fall,Morning,Email Campaign,1795,1
PROD_M25VQM,TRANS_HL0ZJY,5,119.13,Sports,78,south america,0.19,3230.68,2022-07-24,2023-12-11,Fall,Morning,Discount,1339,0
PROD_3KL0DD,TRANS_3LHGLT,13,41.11,Clothing,40,europe,0.01,4814.6,2020-07-07,2023-07-31,Winter,Evening,Discount,2086,0
PROD_ICKI5S,TRANS_5FY8VP,4,50.66,Home,48,asia,0.25,5230.59,2021-01-11,2023-01-01,Spring,Afternoon,Loyalty Program,1898,1
PROD_FPXB9U,TRANS_2ZVKS3,1,195.27,Clothing,19,europe,0.11,6120.25,2020-03-14,2023-05-20,Winter,Morning,Email Campaign,2201,1
PROD_OEJ1KK,TRANS_3ZFMVK,16,30.58,Electronics,68,south america,0.46,3480.75,2021-10-11,2023-10-09,Winter,Morning,Loyalty Program,1625,0
PROD_RPQ6FX,TRANS_UR0BU9,10,68.46,Electronics,33,asia,0.57,8016.92,2020-08-23,2023-07-08,Fall,Afternoon,Email Campaign,2039,1
PROD_TCQX7Y,TRANS_V98IJM,19,109.48,Electronics,7,europe,0.75,8567.6,2021-07-05,2023-07-06,Summer,Morning,Loyalty Program,1723,1
PROD_1S3NRR,TRANS_F6P5BE,11,56.1,Clothing,7,south america,0.18,8821.98,2020-06-14,2023-08-08,Winter,Morning,Loyalty Program,2109,1
PROD_6N7HGR,TRANS_H68I00,6,166.31,Home,49,north america,0.64,669.36,2020-04-09,2023-03-19,Summer,Morning,Discount,2175,0
PROD_WRGUTU,TRANS_5LDZTW,15,150.53,Electronics,25,north america,0.48,8503.98,2022-08-23,2023-11-07,Winter,Afternoon,Discount,1309,1
PROD_NB9NPV,TRANS_PYMD1C,2,98.07,Home,10,south america,0.13,1493.33,2021-01-28,2023-07-15,Fall,Afternoon,Loyalty Program,1881,0
PROD_6NDBSH,TRANS_007DEX,1,132.7,Sports,81,north america,0.28,7743.71,2022-11-13,2023-10-01,Summer,Morning,Loyalty Program,1227,1
PROD_SRRRDF,TRANS_KZ227L,17,193.58,Clothing,64,south america,0.76,9951.01,2022-09-12,2023-01-07,Winter,Evening,Loyalty Program,1289,1
PROD_L02PVL,TRANS_5MG7BK,8,43.14,Electronics,33,europe,0.78,6550.25,2022-04-03,2023-02-24,Summer,Morning,Loyalty Program,1451,1
PROD_N4N6EF,TRANS_Z6O8TC,18,138.1,Sports,61,europe,0.55,193.5,2022-08-21,2023-07-04,Summer,Morning,Discount,1311,0
PROD_G249WD,TRANS_JKQLB5,13,45.72,Clothing,28,europe,0.45,1979.61,2021-12-13,2023-12-30,Summer,Afternoon,Loyalty Program,1562,0
PROD_W6Q8E5,TRANS_XMSZZO,16,23.3,Clothing,28,asia,0.84,2746.37,2020-11-24,2023-10-29,Fall,Afternoon,Email Campaign,1946,0
PROD_XPUXBM,TRANS_NU426U,19,102.78,Electronics,43,asia,0.44,8959.58,2020-04-08,2023-09-01,Summer,Morning,Loyalty Program,2176,1
PROD_3J6IXL,TRANS_MH40PV,9,162.73,Sports,29,south america,0.19,4659.52,2020-10-09,2023-03-08,Fall,Afternoon,Loyalty Program,1992,0
PROD_BQ1MGJ,TRANS_GDKU3N,15,140.93,Clothing,13,europe,0.1,5437.76,2021-10-25,2023-07-23,Winter,Morning,Email Campaign,1611,1
PROD_QMF4F2,TRANS_EZIVGH,13,30.98,Home,46,north america,0.84,6776.1,2021-04-15,2023-08-27,Winter,Evening,Discount,1804,1
PROD_J07ZEX,TRANS_7GZ6LB,4,159.5,Sports,19,asia,0.05,4620.47,2022-07-30,2023-07-04,Spring,Evening,Email Campaign,1333,0
PROD_204I0J,TRANS_RO9Z4K,18,127.05,Clothing,10,north america,0.02,3989.36,2021-11-05,2023-03-11,Spring,Evening,Loyalty Program,1600,0
PROD_4E8I5F,TRANS_C19LGG,8,181.32,Electronics,69,north america,0.91,1804.21,2020-03-24,2023-06-09,Spring,Morning,Loyalty Program,2191,0
PROD_4CWBN3,TRANS_JF37E0,18,33.93,Home,16,asia,0.26,1908.08,2022-12-29,2023-01-01,Summer,Morning,Discount,1181,0
PROD_UIAPTC,TRANS_TB78YA,17,31.63,Home,77,europe,0.75,1303.19,2021-10-10,2023-01-28,Fall,Morning,Email Campaign,1626,0
PROD_CA5U7Y,TRANS_UI68HD,10,154.59,Home,25,europe,0.7,6289.8,2020-04-20,2023-03-29,Fall,Afternoon,Discount,2164,1
PROD_ID0KBS,TRANS_0Q5UQU,10,121.48,Home,15,europe,0.4,3478.75,2021-02-16,2023-08-12,Winter,Evening,Discount,1862,0
PROD_P4VXFX,TRANS_052KT5,6,53.26,Clothing,71,north america,0.48,8254.43,2022-04-09,2023-11-18,Fall,Afternoon,Discount,1445,1
PROD_ETK1S3,TRANS_WTIEQS,11,94.99,Home,45,europe,0.39,4798.93,2021-07-25,2023-11-03,Summer,Afternoon,Loyalty Program,1703,0
PROD_R1RRY8,TRANS_UNSEHF,1,68.25,Sports,32,south america,0.77,2033.61,2021-10-05,2023-01-04,Fall,Afternoon,Loyalty Program,1631,0
PROD_ZUECQU,TRANS_WRNF8C,18,199.45,Clothing,61,asia,0.37,4728.57,2022-07-11,2023-11-23,Spring,Afternoon,Email Campaign,1352,0
PROD_QY2YCI,TRANS_JBTO3V,8,135.15,Clothing,43,south america,0.44,2788.72,2021-06-04,2023-10-07,Summer,Evening,Discount,1754,0
PROD_NWDOXE,TRANS_13D9DZ,10,184.99,Sports,14,asia,0.93,1823.59,2021-10-16,2023-09-03,Spring,Afternoon,Loyalty Program,1620,0
PROD_DZOARN,TRANS_VDN2GN,10,45.85,Clothing,57,north america,0.07,5328.91,2022-05-02,2023-02-24,Winter,Morning,Discount,1422,1
PROD_GA6PR8,TRANS_77FPTL,10,61.13,Clothing,56,asia,0.9,2249.57,2020-02-25,2023-11-20,Winter,Evening,Discount,2219,0
PROD_8GJ1WA,TRANS_ILE5OR,10,27.68,Sports,81,asia,0.15,2374.89,2021-08-13,2023-02-25,Winter,Morning,Email Campaign,1684,0
PROD_26DCDY,TRANS_5EY4W7,11,121.44,Electronics,20,south america,0.21,1633.97,2021-01-26,2023-05-22,Fall,Afternoon,Loyalty Program,1883,0
PROD_5UFYXO,TRANS_VOKIG3,13,64.43,Clothing,74,asia,0.87,9437.74,2022-03-31,2023-11-08,Winter,Afternoon,Discount,1454,1
PROD_70JQPD,TRANS_XQVWAX,17,111.89,Home,64,asia,0.85,6498.59,2021-09-21,2023-09-07,Winter,Morning,Discount,1645,1
PROD_M30R0B,TRANS_4NZWBK,4,74.43,Sports,54,north america,0.72,5708.93,2020-05-27,2023-02-17,Spring,Evening,Email Campaign,2127,1
PROD_ZK4WUO,TRANS_FDOQMA,19,133.91,Clothing,60,south america,0.64,3616.15,2020-11-06,2023-12-12,Fall,Afternoon,Email Campaign,1964,0
PROD_T84KQ0,TRANS_BY575K,7,54.89,Clothing,35,europe,0.16,1470.36,2021-11-17,2023-02-13,Winter,Afternoon,Loyalty Program,1588,0
PROD_MMXO22,TRANS_JZRZUW,8,80.74,Sports,81,north america,0.51,2662.1,2021-09-08,2023-03-02,Summer,Evening,Loyalty Program,1658,0
PROD_6YHQ6Q,TRANS_UK8HVA,3,183.23,Clothing,61,south america,0.99,6931.47,2022-01-01,2023-05-27,Summer,Evening,Email Campaign,1543,1
PROD_8Q5T9B,TRANS_GZSD37,10,130.75,Electronics,33,europe,0.09,705.95,2022-12-31,2023-04-22,Summer,Afternoon,Email Campaign,1179,0
PROD_NAY0R9,TRANS_Y300YS,18,76.91,Clothing,80,asia,0.78,4781.31,2020-05-18,2023-11-22,Summer,Evening,Loyalty Program,2136,0
PROD_22FO6F,TRANS_R3U0W8,3,33.5,Home,47,north america,0.25,9258.75,2022-07-16,2023-10-03,Winter,Morning,Email Campaign,1347,1
PROD_UZ7EYO,TRANS_Q61WN3,9,119.42,Electronics,47,asia,0.14,8585.65,2022-11-08,2023-07-31,Fall,Morning,Discount,1232,1
PROD_36KJHE,TRANS_YVCU8M,14,46.11,Sports,18,asia,0.61,3828.91,2020-07-07,2023-12-03,Spring,Morning,Discount,2086,0
PROD_LBHLM5,TRANS_HH05HL,2,66.73,Electronics,34,europe,0.07,149.82,2022-07-25,2023-09-01,Spring,Afternoon,Loyalty Program,1338,0
PROD_UTFD1N,TRANS_MON7AA,10,163.54,Electronics,86,north america,0.75,9467.24,2022-07-30,2023-04-02,Summer,Evening,Loyalty Program,1333,1
PROD_LX0NFS,TRANS_SB1JIH,17,183.59,Home,37,asia,0.2,4042.24,2022-07-01,2023-12-01,Fall,Morning,Email Campaign,1362,0
PROD_YR51RT,TRANS_SG36CE,8,22.8,Sports,5,north america,0.89,5398.72,2022-12-07,2023-03-03,Spring,Morning,Discount,1203,1
PROD_D6SCEM,TRANS_HSOWP1,3,132.63,Electronics,51,north america,0.99,2014.37,2021-04-23,2023-06-19,Spring,Afternoon,Loyalty Program,1796,0
PROD_1AIER1,TRANS_44ZTPS,7,97.76,Clothing,48,asia,0.15,1972.33,2021-04-01,2023-01-24,Summer,Evening,Email Campaign,1818,0
PROD_37L4EG,TRANS_85BNNE,14,101.68,Electronics,6,europe,0.64,2150.37,2020-08-17,2023-05-04,Fall,Afternoon,Discount,2045,0
